1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.759488
1.348317, 1.749275
1.368742, 1.749275
1.368742, 1.739062
1.378953, 1.739062
1.378953, 1.739062
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.728851
1.389168, 1.718637
1.399379, 1.718637
1.399379, 1.718637
1.409591, 1.708424
1.409591, 1.708424
1.409591, 1.708424
1.409591, 1.698213
1.419805, 1.698213
1.419805, 1.688000
1.419805, 1.688000
1.419805, 1.677788
1.419805, 1.677788
1.419805, 1.677788
1.419805, 1.667576
1.430017, 1.667576
1.430017, 1.657363
1.430017, 1.657363
1.430017, 1.647150
1.430017, 1.636938
1.430017, 1.636938
1.430017, 1.636938
1.430017, 1.626725
1.430017, 1.616513
1.430017, 1.616513
1.430017, 1.596089
1.430017, 1.596089
1.430017, 1.596089
1.419805, 1.596089
1.409591, 1.585876
1.409591, 1.575665
1.409591, 1.575665
1.409591, 1.565451
1.399379, 1.565451
1.389168, 1.555238
1.389168, 1.555238
1.368742, 1.545027
1.358531, 1.534814
1.358531, 1.534814
1.358531, 1.534814
1.358531, 1.534814
1.358531, 1.524601
1.348317, 1.514389
1.348317, 1.514389
1.338105, 1.504177
1.338105, 1.504177
1.338105, 1.504177
1.338105, 1.493964
1.327894, 1.493964
1.327894, 1.493964
1.327894, 1.483752
1.327894, 1.473539
1.327894, 1.463328
1.327894, 1.453114
1.327894, 1.453114
1.327894, 1.442902
1.327894, 1.432690
1.327894, 1.422477
1.327894, 1.422477
1.327894, 1.412266
1.327894, 1.412266
1.317679, 1.391840
1.317679, 1.381628
1.317679, 1.371416
1.317679, 1.371416
1.317679, 1.350991
1.317679, 1.350991
1.317679, 1.340778
1.317679, 1.330565
1.317679, 1.330565
1.317679, 1.320353
1.317679, 1.310141
1.317679, 1.310141
1.317679, 1.310141
1.327894, 1.310141
1.327894, 1.310141
1.327894, 1.299929
1.327894, 1.299929
1.338105, 1.289716
1.338105, 1.289716
1.358531, 1.279503
1.358531, 1.279503
1.368742, 1.279503
1.368742, 1.279503
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.269291
1.378953, 1.279503

1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.749275
1.470865, 1.739062
1.481079, 1.739062
1.491291, 1.728851
1.491291, 1.718637
1.501502, 1.718637
1.511716, 1.708424
1.511716, 1.708424
1.511716, 1.698213
1.521928, 1.698213
1.521928, 1.698213
1.521928, 1.698213
1.521928, 1.688000
1.532139, 1.677788
1.532139, 1.677788
1.532139, 1.677788
1.532139, 1.667576
1.532139, 1.667576
1.532139, 1.657363
1.532139, 1.647150
1.542356, 1.636938
1.542356, 1.636938
1.542356, 1.626725
1.542356, 1.616513
1.542356, 1.606301
1.542356, 1.596089
1.542356, 1.596089
1.542356, 1.585876
1.542356, 1.575665
1.542356, 1.555238
1.542356, 1.555238
1.542356, 1.555238
1.542356, 1.555238
1.542356, 1.545027
1.542356, 1.534814
1.542356, 1.534814
1.542356, 1.524601
1.542356, 1.524601
1.542356, 1.514389
1.532139, 1.514389
1.532139, 1.504177
1.532139, 1.504177
1.532139, 1.493964
1.521928, 1.493964
1.511716, 1.493964
1.511716, 1.483752
1.511716, 1.483752
1.511716, 1.483752
1.491291, 1.473539
1.491291, 1.473539
1.470865, 1.473539
1.470865, 1.463328
1.470865, 1.453114
1.470865, 1.453114
1.460653, 1.453114
1.450442, 1.442902
1.450442, 1.442902
1.440228, 1.432690
1.440228, 1.432690
1.440228, 1.412266
1.430017, 1.412266
1.430017, 1.412266
1.430017, 1.402053
1.430017, 1.402053
1.430017, 1.402053
1.430017, 1.391840
1.430017, 1.381628
1.430017, 1.371416
1.430017, 1.361202
1.430017, 1.361202
1.430017, 1.361202
1.430017, 1.361202
1.430017, 1.350991
1.430017, 1.350991
1.430017, 1.350991
1.430017, 1.340778
1.430017, 1.340778
1.440228, 1.330565
1.440228, 1.330565
1.440228, 1.330565
1.440228, 1.330565
1.450442, 1.320353
1.450442, 1.320353
1.450442, 1.320353
1.460653, 1.310141
1.460653, 1.310141
1.470865, 1.310141
1.470865, 1.310141
1.470865, 1.299929
1.481079, 1.299929
1.481079, 1.289716
1.481079, 1.289716
1.481079, 1.289716
1.481079, 1.289716
1.481079, 1.289716
1.481079, 1.289716
1.481079, 1.289716
1.491291, 1.320353

1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.634267, 1.739062
1.644479, 1.739062
